Table ID,Table Name,Table Label,Record Family,Category,Is Custom,Is System,Field Count,Has Overview,Base Type,Description,Available,Feature Required,Permission Required
massUpdateScript,massUpdateScript,Massupdate Script,OTHER,System,No,Yes,0,No,,,Yes,,
massUpdateScriptDeployment,massUpdateScriptDeployment,Massupdate Script Deployment,OTHER,System,No,Yes,0,No,,,Yes,,
verificationMatchCode,verificationMatchCode,Match Code,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_MFGMOB_PREFERENCE_NUMLIST,CUSTOMLIST_MFGMOB_PREFERENCE_NUMLIST,Maximum Number of Line Items,OTHER,System,No,Yes,0,No,,,Yes,,
MediaType,MediaType,Media Type,OTHER,System,No,Yes,0,No,,,Yes,,
MemDoc,MemDoc,Memorized Transaction Definition,OTHER,System,No,Yes,0,No,,,Yes,,
memDocTransactionTemplate,memDocTransactionTemplate,Memorized Transaction Template,TRANSACTION,System,No,Yes,0,No,,,Yes,,
MerchandiseHierarchyLevel,MerchandiseHierarchyLevel,Merchandise Hierarchy Level,OTHER,System,No,Yes,0,No,,,Yes,,
MerchandiseHierarchyNode,MerchandiseHierarchyNode,Merchandise Hierarchy Node,OTHER,System,No,Yes,0,No,,,Yes,,
MerchandiseHierarchyVersion,MerchandiseHierarchyVersion,Merchandise Hierarchy Version,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_EB_MERGE_ORDER,CUSTOMRECORD_EB_MERGE_ORDER,Merge Order ,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
MergeType,MergeType,Merge Type,OTHER,System,No,Yes,0,No,,,Yes,,
Message,Message,Message,OTHER,System,No,Yes,0,No,,,Yes,,
MessageType,MessageType,Message Type,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_SUITE_L10N_METRICS,CUSTOMRECORD_SUITE_L10N_METRICS,Metrics,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_BADGEIDSUBRECORD,CUSTOMRECORD_MFGMOB_BADGEIDSUBRECORD,Mfg Mobile - Badge Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_BADGEIDS,CUSTOMRECORD_MFGMOB_BADGEIDS,Mfg Mobile - Badge Ids,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_BADGELOGDETAILS,CUSTOMRECORD_MFGMOB_BADGELOGDETAILS,Mfg Mobile - Badge Log Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_MFGMOB_BADGESTATUS,CUSTOMLIST_MFGMOB_BADGESTATUS,Mfg Mobile - Badge Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_BADGESTATUSSUMMARY,CUSTOMRECORD_MFGMOB_BADGESTATUSSUMMARY,Mfg Mobile - Badge Status Summary,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_CONSUMPTION_SERIALNO,CUSTOMRECORD_MFGMOB_CONSUMPTION_SERIALNO,Mfg Mobile - Consumption Serial Numbers,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_MATERIALCONSUMPTION,CUSTOMRECORD_MFGMOB_MATERIALCONSUMPTION,Mfg Mobile - Material Consumption,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_MFGMOB_MESSAGESEVERITY,CUSTOMLIST_MFGMOB_MESSAGESEVERITY,Mfg Mobile - Message Severity,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_MFGMOB_MESSAGESOURCE,CUSTOMLIST_MFGMOB_MESSAGESOURCE,Mfg Mobile - Message Source,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_OPERATIONDETAILS,CUSTOMRECORD_MFGMOB_OPERATIONDETAILS,Mfg Mobile - Operation Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_PAUSEREASONCODES,CUSTOMRECORD_MFGMOB_PAUSEREASONCODES,Mfg Mobile - Pause Reason Codes,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_PREFERENCES,CUSTOMRECORD_MFGMOB_PREFERENCES,Mfg Mobile - Preferences,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_PRINT_TEMPLATE,CUSTOMRECORD_MFGMOB_PRINT_TEMPLATE,Mfg Mobile - Print Preferences,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_PRODUCTIONREPORTING,CUSTOMRECORD_MFGMOB_PRODUCTIONREPORTING,Mfg Mobile - Production Reporting,ITEM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_PRODUCTION_SERIALNOS,CUSTOMRECORD_MFGMOB_PRODUCTION_SERIALNOS,Mfg Mobile - Production Serial Numbers,ITEM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_REASONDETAILS,CUSTOMRECORD_MFGMOB_REASONDETAILS,Mfg Mobile - Reason Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_REPORTSCRAP,CUSTOMRECORD_MFGMOB_REPORTSCRAP,Mfg Mobile - Report Scrap,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_RUNDETAILS,CUSTOMRECORD_MFGMOB_RUNDETAILS,Mfg Mobile - Run Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_RUNDOWNTIME,CUSTOMRECORD_MFGMOB_RUNDOWNTIME,Mfg Mobile - Run Downtime,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_MFGMOB_OP_RUNSTATUS,CUSTOMLIST_MFGMOB_OP_RUNSTATUS,Mfg Mobile - Run Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_SA_MATERIALCONS,CUSTOMRECORD_MFGMOB_SA_MATERIALCONS,Mfg Mobile - SA Material Consumption,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_SA_PRODREPORTING,CUSTOMRECORD_MFGMOB_SA_PRODREPORTING,Mfg Mobile - SA Production Reporting,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_SA_WORKDETAILS,CUSTOMRECORD_MFGMOB_SA_WORKDETAILS,Mfg Mobile - SA Work Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_SCRAPREASONCODES,CUSTOMRECORD_MFGMOB_SCRAPREASONCODES,Mfg Mobile - Scrap Reason Codes,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_SCRAPREASONDETAILS,CUSTOMRECORD_MFGMOB_SCRAPREASONDETAILS,Mfg Mobile - Scrap Reason Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_MFGMOB_SETUPSTATUS,CUSTOMLIST_MFGMOB_SETUPSTATUS,Mfg Mobile - Setup/Run Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_SETUPDETAILS,CUSTOMRECORD_MFGMOB_SETUPDETAILS,Mfg Mobile - Setup Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_SETUPDOWNTIME,CUSTOMRECORD_MFGMOB_SETUPDOWNTIME,Mfg Mobile - Setup Downtime,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_MFGMOB_OP_SETUPSTATUS,CUSTOMLIST_MFGMOB_OP_SETUPSTATUS,Mfg Mobile - Setup Status 2,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_SHIFT,CUSTOMRECORD_MFGMOB_SHIFT,Mfg Mobile - Shift,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_MFGMOB_TRANSACTIONTYPE,CUSTOMLIST_MFGMOB_TRANSACTIONTYPE,Mfg Mobile - Transaction Type,TRANSACTION,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_UPDATE_AUTOISSUE,CUSTOMRECORD_MFGMOB_UPDATE_AUTOISSUE,Mfg Mobile - Update Auto-Issue,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_WORKCENTER_PREF,CUSTOMRECORD_MFGMOB_WORKCENTER_PREF,Mfg Mobile - Work Center Preference,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_WORKDETAILS,CUSTOMRECORD_MFGMOB_WORKDETAILS,Mfg Mobile - Work Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_WORKMESSAGES,CUSTOMRECORD_MFGMOB_WORKMESSAGES,Mfg Mobile - Work Messages,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_MFGMOB_WORKSTATUS,CUSTOMLIST_MFGMOB_WORKSTATUS,Mfg Mobile - Work Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_WORKWORKORDERDETAILS,CUSTOMRECORD_MFGMOB_WORKWORKORDERDETAILS,Mfg Mobile - Work Transactions Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_NS_IBE_MIGRATION_BUNDLE,CUSTOMRECORD_NS_IBE_MIGRATION_BUNDLE,Migration Bundle,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
BillingMilestone,BillingMilestone,Milestone,TRANSACTION,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_SAS_MIRROR_APPROVAL,CUSTOMRECORD_SAS_MIRROR_APPROVAL,Mirror Approval,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
mitPurpose,mitPurpose,Mit Purpose,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_OPERATIONS_INPROCESS,CUSTOMRECORD_MFGMOB_OPERATIONS_INPROCESS,MM - Operations In Progress,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MFGMOB_PRINT_INTERMEDIATE,CUSTOMRECORD_MFGMOB_PRINT_INTERMEDIATE,MM - Print Intermediate Record,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_ACCOUNT_PREF,CUSTOMRECORD_MOBILE_ACCOUNT_PREF,Mobile - Account Preference,ACCOUNTING,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_ACTION,CUSTOMRECORD_MOBILE_ACTION,Mobile - Action,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_ACTION_TYPES,CUSTOMRECORD_MOBILE_ACTION_TYPES,Mobile - Action Type,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_APP_ATTACHMENT,CUSTOMRECORD_MOBILE_APP_ATTACHMENT,Mobile - App Attachment,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_TRANSAC_ATTACHMENT,CUSTOMRECORD_MOBILE_TRANSAC_ATTACHMENT,Mobile - App Attachment Set,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_APPLICATION_DEFAULTS,CUSTOMRECORD_MOBILE_APPLICATION_DEFAULTS,Mobile - Application Default,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_APP_RESTLET_CONFIG,CUSTOMRECORD_MOBILE_APP_RESTLET_CONFIG,Mobile - Application Restlet,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_QUEUES,CUSTOMRECORD_MOBILE_QUEUES,Mobile - App Request,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_ACCOUNT_SETUP_QUEUE,CUSTOMRECORD_MOBILE_ACCOUNT_SETUP_QUEUE,Mobile - App Setup Queue,ACCOUNTING,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_NO_CODE_QUEUE,CUSTOMRECORD_MOBILE_NO_CODE_QUEUE,Mobile - Attach Files Status,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_APP_ATTCH_AUDIT,CUSTOMRECORD_MOBILE_APP_ATTCH_AUDIT,Mobile - Attachment Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_COLOR_OPTION,CUSTOMRECORD_MOBILE_COLOR_OPTION,Mobile - Color Option,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_CONFIG_CLR_UPDATE_BY,CUSTOMRECORD_MOBILE_CONFIG_CLR_UPDATE_BY,Mobile - Color Updated By,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_INJECTION_REC_TYPES,CUSTOMRECORD_MOBILE_INJECTION_REC_TYPES,Mobile - Config Record Type,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_CONFIG_INJECTION,CUSTOMRECORD_MOBILE_CONFIG_INJECTION,Mobile - Configuration,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_CONFIG_COL_MERGE_CRI,CUSTOMRECORD_MOBILE_CONFIG_COL_MERGE_CRI,Mobile Configuration - Merge,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_INJECTION_VAL_TYPES,CUSTOMRECORD_MOBILE_INJECTION_VAL_TYPES,Mobile - Config Value Type,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_CONTENT_AREA,CUSTOMRECORD_MOBILE_CONTENT_AREA,Mobile - Content Area,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_CONFIG_TABLE_COLUMN,CUSTOMRECORD_MOBILE_CONFIG_TABLE_COLUMN,Mobile - Custom Column,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_CONFIG_TABLE_COLUMNS,CUSTOMRECORD_MOBILE_CONFIG_TABLE_COLUMNS,Mobile - Custom Column Setup,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_CUSTOM_COL_MERGE_CRI,CUSTOMRECORD_MOBILE_CUSTOM_COL_MERGE_CRI,Mobile Customization - Merge,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_DATA_TYPE,CUSTOMRECORD_MOBILE_DATA_TYPE,Mobile - Data Type,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_DEPENDENCYLOOKUP,CUSTOMRECORD_MOBILE_DEPENDENCYLOOKUP,Mobile - Dependency Lookup,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_HTTP_METHODS,CUSTOMRECORD_MOBILE_HTTP_METHODS,Mobile - HTTP Method,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_IMPORTED_PROCESS,CUSTOMRECORD_MOBILE_IMPORTED_PROCESS,Mobile - Imported Process,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_INFO_SCREEN_ELEMENT,CUSTOMRECORD_MOBILE_INFO_SCREEN_ELEMENT,Mobile - Info Screen Element,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_PARAM,CUSTOMRECORD_MOBILE_PARAM,Mobile - Input Parameter,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_INTERIM_ELK_LOGS,CUSTOMRECORD_MOBILE_INTERIM_ELK_LOGS,Mobile - Interim ELK Logs,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_LABELS,CUSTOMRECORD_MOBILE_LABELS,Mobile - Label,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_HIBC_LIC_CODE,CUSTOMRECORD_MOBILE_HIBC_LIC_CODE,Mobile - Labeler ID,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_LAYOUT,CUSTOMRECORD_MOBILE_LAYOUT,Mobile - Layout,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_MENU_ITEMS,CUSTOMRECORD_MOBILE_MENU_ITEMS,Mobile - Menu Item,ITEM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_MESSAGES,CUSTOMRECORD_MOBILE_MESSAGES,Mobile - Message,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_NO_CODE_CONFIG,CUSTOMRECORD_MOBILE_NO_CODE_CONFIG,Mobile - No Code Settings,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_OUTPUT_CONFIGURATION,CUSTOMRECORD_MOBILE_OUTPUT_CONFIGURATION,Mobile - Output Parameter,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_PAGE,CUSTOMRECORD_MOBILE_PAGE,Mobile - Page,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_PAGE_ELEMENT,CUSTOMRECORD_MOBILE_PAGE_ELEMENT,Mobile - Page Element,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_ELEMENT_SIZES,CUSTOMRECORD_MOBILE_ELEMENT_SIZES,Mobile - Page Element Size,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_ELEMENT_TYPES,CUSTOMRECORD_MOBILE_ELEMENT_TYPES,Mobile - Page Element Type,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_IND_PAGE_MAPPING,CUSTOMRECORD_MOBILE_IND_PAGE_MAPPING,Mobile - Page Mapping,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_PAGE_TYPE,CUSTOMRECORD_MOBILE_PAGE_TYPE,Mobile - Page Type,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_ACT_PREF_KEYS,CUSTOMRECORD_MOBILE_ACT_PREF_KEYS,Mobile - Preference Key,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_PRINT_CUS_EVALUATION,CUSTOMRECORD_MOBILE_PRINT_CUS_EVALUATION,Mobile – Printing Custom Value,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_PRINT_CUS_EVAL_FIELD,CUSTOMRECORD_MOBILE_PRINT_CUS_EVAL_FIELD,Mobile – Printing Default,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_PRINT_REPORTS,CUSTOMRECORD_MOBILE_PRINT_REPORTS,Mobile - Print Reports,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_PROCESS,CUSTOMRECORD_MOBILE_PROCESS,Mobile - Process,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_REGISTERED_APPS,CUSTOMRECORD_MOBILE_REGISTERED_APPS,Mobile - Registered App,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_ROW_COLOR,CUSTOMRECORD_MOBILE_ROW_COLOR,Mobile - Row Color,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_CONFIG_ROW_COLOR,CUSTOMRECORD_MOBILE_CONFIG_ROW_COLOR,Mobile – Row Color Setting,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_CONFIG_ROW_CLRS_PRNT,CUSTOMRECORD_MOBILE_CONFIG_ROW_CLRS_PRNT,Mobile – Row Color Settings,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_CONFIG_DATA_TABLES,CUSTOMRECORD_MOBILE_CONFIG_DATA_TABLES,Mobile - Setup Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_SEQ_SUB_ACTIONS,CUSTOMRECORD_MOBILE_SEQ_SUB_ACTIONS,Mobile - Sub-action,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_TABLE_COLUMN,CUSTOMRECORD_MOBILE_TABLE_COLUMN,Mobile - Table Column,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_TABLE_CONFIGURATION,CUSTOMRECORD_MOBILE_TABLE_CONFIGURATION,Mobile - Table Configuration,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_TARGET_CUSTOM_RECORD,CUSTOMRECORD_MOBILE_TARGET_CUSTOM_RECORD,Mobile - Target Custom Record,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_TEXT_STYLE,CUSTOMRECORD_MOBILE_TEXT_STYLE,Mobile - Text Style,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_TOGGLE_STATES,CUSTOMRECORD_MOBILE_TOGGLE_STATES,Mobile - Toggle State,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_TRANSLATION_TEXT,CUSTOMRECORD_TRANSLATION_TEXT,Mobile - Translation Text,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_TABLE_COL_LOCATION,CUSTOMRECORD_MOBILE_TABLE_COL_LOCATION,Mobile - Trans Tbl Col Loc,SETUP,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MOBILE_TBL_FOOTER_BUTTON,CUSTOMRECORD_MOBILE_TBL_FOOTER_BUTTON,Mobile - Trans Tbl Footer Btn,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
ApplicabilityModeType,ApplicabilityModeType,Mode,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_NS_IMP_REQ_MODULE,CUSTOMRECORD_NS_IMP_REQ_MODULE,Module,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
companyBudgetMonths,companyBudgetMonths,Month,ACCOUNTING,System,No,Yes,0,No,,,Yes,,
monthlyClosingOption,monthlyClosingOption,Monthly Closing Option,OTHER,System,No,Yes,0,No,,,Yes,,
MonthlyQuota,MonthlyQuota,Monthly Quota,OTHER,System,No,Yes,0,No,,,Yes,,
MonthlyRecurringRevenue,MonthlyRecurringRevenue,Monthly Recurring Revenue,OTHER,System,No,Yes,0,No,,,Yes,,
MonthsOfYear,MonthsOfYear,Months Of Year,OTHER,System,No,Yes,0,No,,,Yes,,
UserOAuthToken,UserOAuthToken,My Access Token,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_MYCARRIER_PACKAGE,CUSTOMRECORD_MYCARRIER_PACKAGE,MyCarrier Package,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_MCTMS_PACKAGE_ITEMS,CUSTOMRECORD_MCTMS_PACKAGE_ITEMS,MyCarrier Packed Items,ITEM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_TRANSACTION_NATURE,CUSTOMRECORD_TRANSACTION_NATURE,Nature of Transaction,TRANSACTION,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_NOTC,CUSTOMRECORD_NOTC,Nature of Transaction Codes,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_NAV_CATEGORY,CUSTOMRECORD_NAV_CATEGORY,Navigation Category,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_NAV_SHORTCUT,CUSTOMRECORD_NAV_SHORTCUT,Navigation Shortcut,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_NAV_SHORTCUTGROUP,CUSTOMRECORD_NAV_SHORTCUTGROUP,Navigation Shortcut Group,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_NAV_SHORTCUT_TOOLTIP,CUSTOMRECORD_NAV_SHORTCUT_TOOLTIP,Navigation Shortcut Tooltip,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_WD_NAW_WORKFLOW_EXCEP,CUSTOMRECORD_WD_NAW_WORKFLOW_EXCEP,NAW workflow exceptions,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
NegativeNumberFormat,NegativeNumberFormat,Negative Number Format,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_NS_PS_CUTOV_DETAIL,CUSTOMRECORD_NS_PS_CUTOV_DETAIL,NetSuite Cutover Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_NS_PS_MFG_CUTOVER_ITEMS,CUSTOMRECORD_NS_PS_MFG_CUTOVER_ITEMS,NetSuite Cutover Items,ITEM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_NS_PM_MILESTONE_STATUS_LIST,CUSTOMLIST_NS_PM_MILESTONE_STATUS_LIST,NetSuite Milestone Status List,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NS_PM_PRIORITY_LIST,CUSTOMLIST_NS_PM_PRIORITY_LIST,NetSuite PM Issue Priorities,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NS_PM_ISSUE_STATUS_LIST,CUSTOMLIST_NS_PM_ISSUE_STATUS_LIST,NetSuite PM Issue Status List,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NS_PM_ISSUE_TYPE_LIST,CUSTOMLIST_NS_PM_ISSUE_TYPE_LIST,NetSuite PM Issue Type List,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NS_PM_MILESTONE_SCHEDULE,CUSTOMLIST_NS_PM_MILESTONE_SCHEDULE,NetSuite PM Milestone Schedule,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NS_PM_PROJECTYPE,CUSTOMLIST_NS_PM_PROJECTYPE,NetSuite PM Project Type,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NS_PM_RISK_IMPACT_LIST,CUSTOMLIST_NS_PM_RISK_IMPACT_LIST,NetSuite PM Risk Impact List,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NS_PM_RISK_PROB_LIST,CUSTOMLIST_NS_PM_RISK_PROB_LIST,NetSuite PM Risk Prob. List,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NS_PM_RISK_RESOLUTION_LIST,CUSTOMLIST_NS_PM_RISK_RESOLUTION_LIST,NetSuite PM Risk Resolutions,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NS_PM_RISK_SEVERITY_LIST,CUSTOMLIST_NS_PM_RISK_SEVERITY_LIST,NetSuite PM Risk Severity List,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NS_PM_STATUS_CODE_LIST,CUSTOMLIST_NS_PM_STATUS_CODE_LIST,NetSuite PM Status Code List,OTHER,System,No,Yes,0,No,,,Yes,,
