Table ID,Table Name,Table Label,Record Family,Category,Is Custom,Is System,Field Count,Has Overview,Base Type,Description,Available,Feature Required,Permission Required
CUSTOMLIST1872,CUSTOMLIST1872,[eb] VBD Approval Status,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
LotNumberedAssemblyItem,LotNumberedAssemblyItem,[Missing Label:com.netledger.app.platform.records.assemblyitem.LotNumberedAssemblyItem],ITEM,System,No,Yes,0,Yes,ITEM,,Yes,,
SerializedAssemblyItem,SerializedAssemblyItem,[Missing Label:com.netledger.app.platform.records.assemblyitem.SerializedAssemblyItem],ITEM,System,No,Yes,0,Yes,ITEM,,Yes,,
BankImportHistory,BankImportHistory,[Missing Label:com.netledger.app.platform.records.bankimporthistory.BankImportHistory],OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
Cookie,Cookie,[Missing Label:com.netledger.app.platform.records.commerce.analytics.Cookie],OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
LotNumberedInventoryItem,LotNumberedInventoryItem,[Missing Label:com.netledger.app.platform.records.inventoryitem.LotNumberedInventoryItem],ITEM,System,No,Yes,0,Yes,ITEM,,Yes,,
SerializedInventoryItem,SerializedInventoryItem,[Missing Label:com.netledger.app.platform.records.inventoryitem.SerializedInventoryItem],ITEM,System,No,Yes,0,Yes,ITEM,,Yes,,
LiabilityPayment,LiabilityPayment,[Missing Label:com.netledger.app.platform.records.liabilitypayments.LiabilityPayment],TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
ManufacturingTransactionArtBase,ManufacturingTransactionArtBase,[Missing Label:com.netledger.app.platform.records.manufacturing.ManufacturingTransactionArtBase],OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
OidcSetup,OidcSetup,[Missing Label:com.netledger.app.platform.records.oidc.OidcSetup],OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
RevRecAmortizationSchedule,RevRecAmortizationSchedule,[Missing Label:com.netledger.app.platform.records.revrecschedulecommon.RevRecAmortizationSchedule],OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
RevRecAmortizationTemplate,RevRecAmortizationTemplate,[Missing Label:com.netledger.app.platform.records.revrecschedulecommon.RevRecAmortizationTemplate],OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
JournalTransactions,JournalTransactions,[Missing Label:com.netledger.app.platform.records.sales.JournalTransactions],OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
RecentTransactionsWithoutJournal,RecentTransactionsWithoutJournal,[Missing Label:com.netledger.app.platform.records.sales.RecentTransactionsWithoutJournal],OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
EventResponseType,EventResponseType,[Missing Label:com.netledger.app.platform.records.system.EventResponseType],OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
productFeedType,productFeedType,[Missing Label:com.netledger.app.platform.records.system.ProductFeedType],OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
revenueElementLineType,revenueElementLineType,[Missing Label:com.netledger.app.platform.records.system.RevenueElementLineType],OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
TimeBreakdownEntry,TimeBreakdownEntry,[Missing Label:com.netledger.app.platform.records.timebreakdownentry.TimeBreakdownEntry],OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
DeprecatedCustTranType,DeprecatedCustTranType,[Missing Label:com.netledger.app.platform.records.transaction.DeprecatedCustTranType],TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
WebApplicationDeployment,WebApplicationDeployment,[Missing Label:com.netledger.app.platform.records.website.siteentrypoint.WebApplicationDeployment],OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
YearToDateAdjustment,YearToDateAdjustment,[Missing Label:com.netledger.app.platform.records.yeartodateadjustment.YearToDateAdjustment],TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
category1099misc,category1099misc,1099-MISC Category,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
ThreeDSTranStatus,ThreeDSTranStatus,3D Secure Transaction Status,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
ThreeDSTranStatusReason,ThreeDSTranStatusReason,3D Secure Transaction Status Reason,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
ThreeDSVersion,ThreeDSVersion,3D Secure Version,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
OAuthToken,OAuthToken,Access Token,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
Account,Account,Account,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMRECORD_NS_IBE_ACCOUNT_CONFIG,CUSTOMRECORD_NS_IBE_ACCOUNT_CONFIG,Account Configuration,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_NS_IBE_ACCNT_CONFIG_TYPES,CUSTOMRECORD_NS_IBE_ACCNT_CONFIG_TYPES,Account Configuration Types,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_NS_IBE_ACCOUNT_ENVIRONMENT,CUSTOMRECORD_NS_IBE_ACCOUNT_ENVIRONMENT,Account Environment,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
accountingBook,accountingBook,Accounting Book,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AccountingContext,AccountingContext,Accounting Context,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
TransactionAccountingLineType,TransactionAccountingLineType,Accounting Line Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
accountingPeriod,accountingPeriod,Accounting Period,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AccountPeriodActivity,AccountPeriodActivity,Account Period Activity,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AutomatedClearingHouseAccountType,AutomatedClearingHouseAccountType,Account Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
accountType,accountType,Account Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMLIST_2663_ACCT_TYPE,CUSTOMLIST_2663_ACCT_TYPE,Account Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
timeOffAccrualFrequency,timeOffAccrualFrequency,Accrual Frequency,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
timeOffAccrualType,timeOffAccrualType,Accrual Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMLIST_ACH_EP_MIGRATION_RECORDTYPE,CUSTOMLIST_ACH_EP_MIGRATION_RECORDTYPE,ACH EP Migration Recordtype,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
ActionType,ActionType,Action,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
Action,Action,Action,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
invalidDescriptiveUrlAction,invalidDescriptiveUrlAction,Action for Unrecognized URLs,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMRECORD_NS_PS_MFG_ACTION_ITEMS,CUSTOMRECORD_NS_PS_MFG_ACTION_ITEMS,Action Items,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
Activity,Activity,Activity,EVENT,System,No,Yes,0,Yes,EVENT,,Yes,,
CUSTOMLIST_EB_ITEM_ADDITIVES,CUSTOMLIST_EB_ITEM_ADDITIVES,Additive,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
Address,Address,Address,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
transactionBillingAddressbook,transactionBillingAddressbook,Address Book,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AddressBook,AddressBook,Address Book,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
transactionAddressbook,transactionAddressbook,Address Book,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
transactionShippingAddressbook,transactionShippingAddressbook,Address Book,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
transactionPayeeAddressbook,transactionPayeeAddressbook,Address Book,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
transactionReturnAddressbook,transactionReturnAddressbook,Address Book,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
addressType,addressType,Address Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMLIST_EB_ADJUSTMENT_REASONS_COMM,CUSTOMLIST_EB_ADJUSTMENT_REASONS_COMM,Adjustment Reasons,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_EB_ADJUSTMENT_TYPES,CUSTOMLIST_EB_ADJUSTMENT_TYPES,Adjustment Types,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
AdmissibilityPackageType,AdmissibilityPackageType,Admissibility Package Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AdvIntercompanyJournalEntry,AdvIntercompanyJournalEntry,Advanced Intercompany Journal,TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
AdvancedNumberingLog,AdvancedNumberingLog,Advanced Numbering Log,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AdvancedNumberingSequence,AdvancedNumberingSequence,Advanced Numbering Rule,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AdvancedNumberingRuleSet,AdvancedNumberingRuleSet,Advanced Numbering Rule Set,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AdvancedNumberingCounter,AdvancedNumberingCounter,Advanced Numbering Sequence,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AdvancedPdfTemplate,AdvancedPdfTemplate,Advanced PDF/HTML Template,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMLIST_ITEM360_ALERT_CATEGORY,CUSTOMLIST_ITEM360_ALERT_CATEGORY,Alert Category,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
RecSysAlgorithm,RecSysAlgorithm,Algorithm,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
alignment,alignment,Alignment,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AllocationMethod,AllocationMethod,Allocation_Method,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
allocationSchedule,allocationSchedule,Allocation Schedule,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
GeneralAllocationSchedule,GeneralAllocationSchedule,Allocation Schedule,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
resourceAllocationType,resourceAllocationType,Allocation Type,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMRECORD_10782_CNTRYFMTS_BY_EDITION,CUSTOMRECORD_10782_CNTRYFMTS_BY_EDITION,Allowed Country Formats By Edition,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
AllParserPlugin,AllParserPlugin,All Parser Plug-in,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AmortizationSchedule,AmortizationSchedule,Amortization Schedule,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AmortizationTemplate,AmortizationTemplate,Amortization Template,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AnnualRecurringRevenue,AnnualRecurringRevenue,Annual Recurring Revenue,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMLIST_BF_API_TYPES,CUSTOMLIST_BF_API_TYPES,API Types,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
scriptVersion,scriptVersion,API Version,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
TransactionAppliedRulesLog,TransactionAppliedRulesLog,Applied Rules,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
applyDiscountTo,applyDiscountTo,Apply Discount To,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMRECORD_SAS_APPROVAL_HISTORY,CUSTOMRECORD_SAS_APPROVAL_HISTORY,Approval History,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_2663_APPROVAL_LEVEL,CUSTOMLIST_2663_APPROVAL_LEVEL,Approval Level,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_SAS_APPROVALMATRIX,CUSTOMRECORD_SAS_APPROVALMATRIX,Approval Matrix,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_SAS_APPROVALMATRIX_APPTYPE,CUSTOMLIST_SAS_APPROVALMATRIX_APPTYPE,Approval Matrix Approval Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_SAS_APPROVAL_PREFERENCES,CUSTOMRECORD_SAS_APPROVAL_PREFERENCES,Approval Preference,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_2663_APPROVAL_ROUTING,CUSTOMRECORD_2663_APPROVAL_ROUTING,Approval Routing,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_SAS_APPROVALRULE,CUSTOMRECORD_SAS_APPROVALRULE,Approval Rule,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_SAS_EMAIL_TEMPLATES,CUSTOMRECORD_SAS_EMAIL_TEMPLATES,Approval Rule Email Templates,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_SAS_SS_EXP_APPRULE,CUSTOMRECORD_SAS_SS_EXP_APPRULE,Approval Rule Saved Search Exceptions,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
ApprovalStatus,ApprovalStatus,Approval Status,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
timeLineApprovalStatus,timeLineApprovalStatus,Approval Status,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMLIST_2663_APPROVAL_TYPE,CUSTOMLIST_2663_APPROVAL_TYPE,Approval Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_ATLAS_APPR_BY_CREATOR,CUSTOMLIST_ATLAS_APPR_BY_CREATOR,Approved by Creator,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
AreaOfFocus,AreaOfFocus,Area of Focus,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
asChargedProjectRevenueRule,asChargedProjectRevenueRule,As Charged Project Revenue Rule,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
assemblyItem,assemblyItem,Assembly/Bill of Materials,ITEM,System,No,Yes,0,Yes,ITEM,,Yes,,
assemblyBuild,assemblyBuild,Assembly Build,TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
assemblyUnbuild,assemblyUnbuild,Assembly Unbuild,TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
ATPMethodType,ATPMethodType,ATP Method,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
UsrDsAuditLog,UsrDsAuditLog,Audit Trail,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
UsrAuditLog,UsrAuditLog,Audit Trail,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
AutomatedClearingHouse,AutomatedClearingHouse,Automated Clearing House,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
locAssignConf,locAssignConf,Automatic Location Assignment Configuration,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
locAssignRule,locAssignRule,Automatic Location Assignment Rule,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMRECORD_AVAADDVALFLAG,CUSTOMRECORD_AVAADDVALFLAG,AVAADDRESSVALFLAG,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVAADDRESSVALIDATIONBATCH,CUSTOMRECORD_AVAADDRESSVALIDATIONBATCH,AVAADDRESSVALIDATIONBATCH,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVAADDVALIDATIONBATCHRECORD,CUSTOMRECORD_AVAADDVALIDATIONBATCHRECORD,AVAADDVALIDATIONBATCHRECORDS,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVACERTCAPTUREBATCH,CUSTOMRECORD_AVACERTCAPTUREBATCH,AVACERTCAPTUREBATCH,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVACERTEMAIL,CUSTOMRECORD_AVACERTEMAIL,AVACERTEMAIL,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVACONFIG,CUSTOMRECORD_AVACONFIG,AVACONFIG,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVACOORDINATES,CUSTOMRECORD_AVACOORDINATES,AVACOORDINATES,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVACUSTOMEREXEMPTMAPPING,CUSTOMRECORD_AVACUSTOMEREXEMPTMAPPING,AVACUSTOMEREXEMPTMAPPING,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVACUSTOMERSTOCERTCAPTURE,CUSTOMRECORD_AVACUSTOMERSTOCERTCAPTURE,AVACUSTOMERSTOCERTCAPTURE,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVADELETEOLDRECORD,CUSTOMRECORD_AVADELETEOLDRECORD,AVADELETEOLDRECORDBATCH,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVAENTITYUSECODES,CUSTOMRECORD_AVAENTITYUSECODES,AVAENTITYUSECODES,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVAENTITYUSEMAPPING,CUSTOMRECORD_AVAENTITYUSEMAPPING,AVAENTITYUSEMAPPING,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVAIMSBATCH,CUSTOMRECORD_AVAIMSBATCH,AVAIMSBATCH,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVAIMSDETAILS,CUSTOMRECORD_AVAIMSDETAILS,AVAIMSDETAILS,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVAITEMMAPPING,CUSTOMRECORD_AVAITEMMAPPING,AVAITEMMAPPING,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_AVA_SEZ_PARAMETER,CUSTOMLIST_AVA_SEZ_PARAMETER,Avalara SEZ Parameter,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_AVA_STATUSLIST,CUSTOMLIST_AVA_STATUSLIST,Avalara Status List,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_AVA_EWASTE_TIRETYPE,CUSTOMLIST_AVA_EWASTE_TIRETYPE,Avalara Tire Type List,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_AVA_TRANSPORTLIST,CUSTOMLIST_AVA_TRANSPORTLIST,Avalara Transport List,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_AVA_UNITOFMEASURE,CUSTOMLIST_AVA_UNITOFMEASURE,Avalara UOM (RentalLeasing),CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_AVA_EWASTE_UOM_VOLTAGE,CUSTOMLIST_AVA_EWASTE_UOM_VOLTAGE,Avalara UOM Voltage (E-Waste),CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_AVA_MULTITAXTYPE_PARAM,CUSTOMLIST_AVA_MULTITAXTYPE_PARAM,Ava Multi Tax Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_AVARECALCULATEBATCH,CUSTOMRECORD_AVARECALCULATEBATCH,AVARECALCULATEBATCH,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVARECONCILEBATCH,CUSTOMRECORD_AVARECONCILEBATCH,AVARECONCILEBATCH,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVARECONCILEBATCHRECORDS,CUSTOMRECORD_AVARECONCILEBATCHRECORDS,AVARECONCILEBATCHRECORDS,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVASHIPPINGCODES,CUSTOMRECORD_AVASHIPPINGCODES,AVASHIPPINGCODES,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVASHIPPINGITEMCODES,CUSTOMRECORD_AVASHIPPINGITEMCODES,AVASHIPPINGITEMCODES,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVASUBSIDIARIES,CUSTOMRECORD_AVASUBSIDIARIES,AVASUBSIDIARIES,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVATAXHEADERDETAILS,CUSTOMRECORD_AVATAXHEADERDETAILS,AVATAXHEADERDETAILS,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVATRANSACTIONLOGS,CUSTOMRECORD_AVATRANSACTIONLOGS,AVATRANSACTIONLOGS,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVATWOWAYIMSBATCH,CUSTOMRECORD_AVATWOWAYIMSBATCH,AVATWOWAYIMSBATCH,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_AVATWOWAYIMSDETAILS,CUSTOMRECORD_AVATWOWAYIMSDETAILS,AVATWOWAYIMSDETAILS,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_AVA_EWASTE_UOM_CONTAINERSIZ,CUSTOMLIST_AVA_EWASTE_UOM_CONTAINERSIZ,Ava UOM Container Size (EWst),CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_AVA_EWASTE_UOM_NETWEIGHT,CUSTOMLIST_AVA_EWASTE_UOM_NETWEIGHT,Ava UOM Net Weight (E-Waste),CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_AVA_EWASTE_UOM_PACKSIZE,CUSTOMLIST_AVA_EWASTE_UOM_PACKSIZE,Ava UOM Pack Size (E-Waste),CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_AVA_EWASTE_UOM_RIMDIAMETER,CUSTOMLIST_AVA_EWASTE_UOM_RIMDIAMETER,Ava UOM Rim Diameter (E-Waste),CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_AVA_EWASTE_UOM_SCREENSIZE,CUSTOMLIST_AVA_EWASTE_UOM_SCREENSIZE,Ava UOM Screen Size (E-waste),CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_AVA_EWASTE_UOM_TREADWIDTH,CUSTOMLIST_AVA_EWASTE_UOM_TREADWIDTH,Ava UOM Tread Width (E-Waste),CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_AVAUSETAXHEADERDETAILS,CUSTOMRECORD_AVAUSETAXHEADERDETAILS,AVAUSETAXHEADERDETAILS,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_VATADDRESSES,CUSTOMRECORD_VATADDRESSES,AVAVATADDRESSES,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_VENDORVATADDRESSES,CUSTOMRECORD_VENDORVATADDRESSES,AVAVENDORVATADDRESSES,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
BalancedBySegmentsStatus,BalancedBySegmentsStatus,Balanced by Segments,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
balancingJournal,balancingJournal,Balancing Journal,TRANSACTION,System,No,Yes,0,Yes,TRANSACTION,,Yes,,
BalancingSegmentsPreference,BalancingSegmentsPreference,Balancing Segments Elimination Value Preference,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMLIST_2663_BANK_ACCT_TYPE,CUSTOMLIST_2663_BANK_ACCT_TYPE,Bank Account Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
bankConnectivityPlugin,bankConnectivityPlugin,Bank Connectivity Plug-in,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMRECORD_2663_ENTITY_BANK_DETAILS,CUSTOMRECORD_2663_ENTITY_BANK_DETAILS,Bank Details,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_2663_BANK_FEE_CODE,CUSTOMLIST_2663_BANK_FEE_CODE,Bank Fee Code,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_BF_AUDITTRAIL,CUSTOMRECORD_BF_AUDITTRAIL,Bank Feeds Audit Trail,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
bankStatementParserPlugin,bankStatementParserPlugin,Bank Statement Parser Plug-in,OTHER,System,No,Yes,0,Yes,OTHER,,Yes,,
CUSTOMRECORD_2663_BATCH_DETAILS,CUSTOMRECORD_2663_BATCH_DETAILS,Batch Details,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_2663_BATCH_TRANSACTION_INFO,CUSTOMRECORD_2663_BATCH_TRANSACTION_INFO,Batch Transaction Information,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_AVA_BOTTLETAX_BEVCONTMAT,CUSTOMLIST_AVA_BOTTLETAX_BEVCONTMAT,Beverage Container Material,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_BF_SE_CUSTOMER_ID,CUSTOMRECORD_BF_SE_CUSTOMER_ID,BF SE Customer ID,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_BF_SE_EXCLUDED_ACCOUNTS,CUSTOMRECORD_BF_SE_EXCLUDED_ACCOUNTS,BF SE Excluded Accounts,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_BF_SE_NEXT_TRANSACTION_ID,CUSTOMRECORD_BF_SE_NEXT_TRANSACTION_ID,BF SE Next Transaction ID,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_BF_YDL_ACCEPT,CUSTOMRECORD_BF_YDL_ACCEPT,BF Yodlee Terms Acceptance,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_BG_PROCESSLOGMSGTYPE,CUSTOMLIST_BG_PROCESSLOGMSGTYPE,BG Log Message Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_BG_PROCESSACTIVITY,CUSTOMLIST_BG_PROCESSACTIVITY,BG Process Activity Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
